,ride_id,rideable_type,rideable_type_code,started_at,ended_at,ride_length,month_name,day_of_week,hour_of_day,start_station_name,start_station_id,start_lat,start_lng,end_station_name,end_station_id,end_lat,end_lng,member_casual,member_casual_code
10,A2691E080E372E28,classic_bike,0,2024-04-08 16:16:34,2024-04-08 16:24:49,8.25,April,Monday,04 PM,Field Blvd & South Water St,15534,41.88634906269,-87.6175165471,DuSable Lake Shore Dr & Monroe St,13300,41.880958,-87.616743,casual,0
11,21D4381398BCC342,electric_bike,1,2024-05-03 02:03:40,2024-05-03 02:13:53,10.216666666666667,May,Friday,02 AM,Halsted St & Polk St,TA1307000121,41.871783733,-87.646623492,Halsted St & Maxwell St,TA1309000001,41.864883,-87.647071,casual,0
12,12D1FA5ED472466D,electric_bike,1,2024-07-16 15:03:32,2024-07-16 15:08:38,5.1,July,Tuesday,03 PM,Michigan Ave & Lake St,TA1305000011,41.886022,-87.624398,Clinton St & Washington Blvd,WL-012,41.88338,-87.64117,member,1
13,2698DECEC1DE895E,classic_bike,0,2024-08-18 19:24:11,2024-08-18 20:03:03,38.86666666666667,August,Sunday,07 PM,DuSable Lake Shore Dr & Diversey Pkwy,TA1309000039,41.932588,-87.636427,Clarendon Ave & Junior Ter,13389,41.961004,-87.649603,casual,0
14,96FD1AF44A630611,classic_bike,0,2024-07-21 13:25:02,2024-07-21 13:34:01,8.983333333333333,July,Sunday,01 PM,Morgan St & 18th St,13163,41.858086,-87.651073,May St & Taylor St,13160,41.869478,-87.654238,member,1
15,3957D732DF317838,electric_bike,1,2024-11-06 06:48:42,2024-11-06 06:51:34,2.8666666666666667,November,Wednesday,06 AM,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,Canal St & Monroe St,13056,41.8829056,-87.6397409,member,1
16,337D0AA73472696B,electric_bike,1,2024-06-13 13:00:01,2024-06-13 13:28:09,28.133333333333333,June,Thursday,01 PM,Michigan Ave & Madison St,13036,41.881670237,-87.625130534,Shedd Aquarium,15544,41.86722595682,-87.6153553902,casual,0
17,5208B598A7AC7103,classic_bike,0,2024-05-29 14:13:22,2024-05-29 14:15:52,2.5,May,Wednesday,02 PM,Rush St & Superior St,15530,41.89576474564,-87.6259080327,Wabash Ave & Grand Ave,TA1307000117,41.891466,-87.626761,member,1
18,6DDC13DD34002C77,classic_bike,0,2024-08-09 18:16:40,2024-08-09 18:32:15,15.583333333333334,August,Friday,06 PM,Wells St & Institute Pl,22001,41.89737986072316,-87.63442039489746,Ogden Ave & Chicago Ave,TA1305000020,41.896362458,-87.6540612729,casual,0
19,E5638BADFD75F99A,classic_bike,0,2024-03-14 21:07:17,2024-03-14 21:25:26,18.15,March,Thursday,09 PM,Michigan Ave & 14th St,TA1307000124,41.864059,-87.623727,Adler Planetarium,13431,41.866095,-87.607267,member,1
20,4A59A99754DFDD0B,classic_bike,0,2024-07-02 15:41:26,2024-07-02 16:16:29,35.05,July,Tuesday,03 PM,Sangamon St & Lake St,TA1306000015,41.88577925240433,-87.65102460980414,Sheridan Rd & Montrose Ave,TA1307000107,41.96167,-87.65464,member,1
21,48A842372C30CFFD,electric_bike,1,2024-09-11 14:26:56,2024-09-11 14:33:09,6.216666666666667,September,Wednesday,02 PM,Wilton Ave & Belmont Ave,TA1307000134,41.940231918108594,-87.65294373035431,Pine Grove Ave & Waveland Ave,TA1307000150,41.94947274088333,-87.64645278453827,casual,0
22,D585F4820A19A3DF,classic_bike,0,2024-06-12 16:52:59,2024-06-12 17:00:13,7.233333333333333,June,Wednesday,04 PM,Indiana Ave & Roosevelt Rd,SL-005,41.867888,-87.623041,DuSable Lake Shore Dr & Monroe St,13300,41.880958,-87.616743,member,1
23,7AD68CFC57DDE2BF,classic_bike,0,2024-04-11 22:56:53,2024-04-11 23:06:37,9.733333333333333,April,Thursday,10 PM,Loomis St & Lexington St,13332,41.87222873224032,-87.66136385500431,Loomis St & Lexington St,13332,41.87222873224032,-87.66136385500431,member,1
24,3974106306353A67,classic_bike,0,2024-07-31 19:08:04,2024-07-31 19:18:38,10.566666666666666,July,Wednesday,07 PM,Southport Ave & Clark St,TA1308000047,41.957081,-87.664199,Broadway & Cornelia Ave,13278,41.945529,-87.646439,member,1
25,3C870FC9C264B5F3,classic_bike,0,2024-12-23 17:51:23,2024-12-23 18:23:06,31.716666666666665,December,Monday,05 PM,Halsted St & Clybourn Ave,331,41.909668,-87.648128,Sheffield Ave & Kingsbury St,13154,41.910522,-87.653106,member,1
26,39358ABEB09A7F01,classic_bike,0,2024-07-15 10:18:46,2024-07-15 14:18:08,239.36666666666667,July,Monday,10 AM,Sedgwick St & Schiller St,TA1307000143,41.907626,-87.638566,Clark St & Armitage Ave,13146,41.918306,-87.636282,member,1
27,72CDF3E0E9589829,classic_bike,0,2024-08-06 19:07:04,2024-08-06 19:09:53,2.816666666666667,August,Tuesday,07 PM,Sheridan Rd & Columbia Ave,660,42.004583,-87.661406,Glenwood Ave & Morse Ave,KA1504000175,42.00797192287,-87.6655023944,member,1
28,273A34CC36111C5C,classic_bike,0,2024-05-22 07:08:59,2024-05-22 07:13:09,4.166666666666667,May,Wednesday,07 AM,Halsted St & Roscoe St,TA1309000025,41.94367,-87.64895,Broadway & Barry Ave,13137,41.93758231600629,-87.6440978050232,member,1
29,5D80030452601FD0,electric_bike,1,2024-07-02 16:48:38,2024-07-02 16:54:47,6.15,July,Tuesday,04 PM,Dearborn St & Monroe St,TA1305000006,41.881294608,-87.629571319,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,member,1
30,79BA64ECB9594B07,electric_bike,1,2024-11-14 08:51:38,2024-11-14 08:56:46,5.133333333333334,November,Thursday,08 AM,Ada St & Washington Blvd,13353,41.88283,-87.661206,Clinton St & Madison St,TA1305000032,41.882751965685614,-87.64119029045105,member,1
31,B00EF9EDC09CB029,classic_bike,0,2024-05-12 12:47:46,2024-05-12 12:57:26,9.666666666666666,May,Sunday,12 PM,Dearborn St & Erie St,13045,41.893992,-87.629318,Wells St & Elm St,KA1504000135,41.903222,-87.634324,member,1
32,71E60A8544379D57,electric_bike,1,2024-02-21 19:40:54,2024-02-21 19:45:39,4.75,February,Wednesday,07 PM,Harper Ave & 59th St,KA1503000070,41.7877841,-87.588351727,Lake Park Ave & 53rd St,KA1503000059,41.79949429373,-87.5864498959,casual,0
33,A969F65997FAE79E,classic_bike,0,2024-06-14 14:22:43,2024-06-14 14:33:55,11.2,June,Friday,02 PM,Sheffield Ave & Wellington Ave,TA1307000052,41.9362534831413,-87.65266209840775,Ashland Ave & Wellington Ave,13269,41.936083,-87.669807,member,1
34,8946B113E795AEE1,classic_bike,0,2024-12-03 09:09:36,2024-12-03 09:15:00,5.4,December,Tuesday,09 AM,Kedzie Ave & Leland Ave,KA1504000126,41.96668636205,-87.7080519806,Kedzie Ave & Foster Ave,KA1504000128,41.975672,-87.709261,casual,0
35,4C3BC813E6D84EFE,classic_bike,0,2024-07-11 10:18:33,2024-07-11 10:45:56,27.383333333333333,July,Thursday,10 AM,Michigan Ave & 8th St,623,41.872773,-87.623981,Fort Dearborn Dr & 31st St*,chargingstx06,41.83867632897121,-87.60883212089539,member,1
36,9D61DB3BF0897412,classic_bike,0,2024-02-03 23:30:16,2024-02-03 23:30:30,0.23333333333333334,February,Saturday,11 PM,Ogden Ave & Chicago Ave,TA1305000020,41.896362458,-87.6540612729,Ogden Ave & Chicago Ave,TA1305000020,41.896362458,-87.6540612729,casual,0
37,F1CD0A2F563A9549,classic_bike,0,2024-01-18 18:08:24,2024-01-18 18:22:57,14.55,January,Thursday,06 PM,Clinton St & Jackson Blvd,638,41.87831661183069,-87.64098107814789,Morgan Ave & 14th Pl,TA1306000002,41.862378,-87.651062,casual,0
38,D5CA16CE8DE18F2B,electric_bike,1,2024-04-10 20:20:49,2024-04-10 20:24:37,3.8,April,Wednesday,08 PM,Michigan Ave & Ida B Wells Dr,TA1305000010,41.876254201,-87.624416232,Franklin St & Jackson Blvd,TA1305000025,41.8777079559,-87.6353211408,member,1
39,050D503D19B2A1E0,classic_bike,0,2024-11-01 19:42:17,2024-11-01 20:03:07,20.833333333333332,November,Friday,07 PM,DuSable Lake Shore Dr & Monroe St,13300,41.880958,-87.616743,Michigan Ave & 18th St,13150,41.857926,-87.624336,casual,0
40,06041D0E9B4F9F78,electric_bike,1,2024-12-16 08:48:41,2024-12-16 08:53:46,5.083333333333333,December,Monday,08 AM,Desplaines St & Kinzie St,TA1306000003,41.888716036,-87.6444478533,Wacker Dr & Washington St,KA1503000072,41.88314336439022,-87.63724207878113,member,1
41,4350F321FA84AE03,classic_bike,0,2024-03-19 07:34:15,2024-03-19 07:37:20,3.0833333333333335,March,Tuesday,07 AM,Wood St & Hubbard St,13432,41.889899,-87.671473,Ashland Ave & Lake St,13073,41.88592,-87.66717,member,1
42,AAF329F4FDCA4933,classic_bike,0,2024-10-20 15:22:19,2024-10-20 15:32:38,10.316666666666666,October,Sunday,03 PM,Wells St & Elm St,KA1504000135,41.903222,-87.634324,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,casual,0
43,75884BD52169E48A,electric_bike,1,2024-10-24 18:52:06,2024-10-24 18:57:49,5.716666666666667,October,Thursday,06 PM,Halsted St & Clybourn Ave,331,41.909668,-87.648128,Clark St & Schiller St,TA1309000024,41.907993,-87.631501,casual,0
44,F99BB16A1DE74E34,electric_bike,1,2024-09-19 06:23:12,2024-09-19 06:37:42,14.5,September,Thursday,06 AM,Damen Ave & Division St,13136,41.903266,-87.678435,Clinton St & Lake St,13021,41.885637,-87.641823,member,1
45,DE7EBFFC56351B21,classic_bike,0,2024-04-11 08:52:03,2024-04-11 09:00:57,8.9,April,Thursday,08 AM,Rush St & Superior St,15530,41.89576474564,-87.6259080327,Wells St & Hubbard St,TA1307000151,41.889906,-87.634266,casual,0
46,FE69781A2CE5CDBF,classic_bike,0,2024-04-08 07:31:53,2024-04-08 07:38:07,6.233333333333333,April,Monday,07 AM,Wabash Ave & Roosevelt Rd,TA1305000002,41.867227,-87.625961,Federal St & Polk St,SL-008,41.87207763285,-87.6295437729,member,1
47,71D4D8CEFACF56BF,classic_bike,0,2024-10-15 23:16:19,2024-10-15 23:25:42,9.383333333333333,October,Tuesday,11 PM,Broadway & Barry Ave,13137,41.93758231600629,-87.6440978050232,Sheridan Rd & Montrose Ave,TA1307000107,41.96167,-87.65464,member,1
48,E06F2ECF9975EEBA,classic_bike,0,2024-07-09 07:48:32,2024-07-09 07:53:20,4.8,July,Tuesday,07 AM,Lake Park Ave & 56th St,TA1309000063,41.793242,-87.587782,University Ave & 57th St,KA1503000071,41.791478,-87.599861,member,1
49,FAAE7EDBB94C0171,electric_bike,1,2024-05-18 16:34:48,2024-05-18 16:36:35,1.7833333333333334,May,Saturday,04 PM,Clark St & Jarvis Ave,517,42.015961766,-87.674973488,Greenview Ave & Jarvis Ave,520,42.015962,-87.66857,member,1
50,24303DD0A2107712,electric_bike,1,2024-05-22 14:54:31,2024-05-22 15:15:42,21.183333333333334,May,Wednesday,02 PM,Morgan St & Lake St*,chargingstx4,41.885515809,-87.652342558,Michigan Ave & Oak St,13042,41.90096039,-87.62377664,member,1
51,0F1D04D5B45E0A98,electric_bike,1,2024-10-11 08:33:18,2024-10-11 08:42:35,9.283333333333333,October,Friday,08 AM,Broadway & Waveland Ave,13325,41.949074,-87.648636,Western Ave & Grace St,431,41.95039,-87.688234,member,1
52,BA401875E0752468,electric_bike,1,2024-04-30 16:15:49,2024-04-30 16:19:20,3.5166666666666666,April,Tuesday,04 PM,Broadway & Waveland Ave,13325,41.94911778,-87.648628235,Clarendon Ave & Junior Ter,13389,41.961004,-87.649603,member,1
53,04C4D1C9657B82B0,classic_bike,0,2024-08-09 18:23:25,2024-08-09 18:33:14,9.816666666666666,August,Friday,06 PM,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,McClurg Ct & Erie St,KA1503000041,41.894503,-87.617854,member,1
54,9297734CF62CEAD3,electric_bike,1,2024-10-22 23:35:08,2024-10-22 23:39:20,4.2,October,Tuesday,11 PM,Larrabee St & Division St,KA1504000079,41.90348607004,-87.6433534936,Dayton St & North Ave,13058,41.9105780349,-87.6494219288,casual,0
55,254DD32C1D86B640,classic_bike,0,2024-09-25 09:59:50,2024-09-25 10:03:24,3.566666666666667,September,Wednesday,09 AM,Michigan Ave & Jackson Blvd,TA1309000002,41.8777679,-87.624164,Clark St & Ida B Wells Dr,TA1305000009,41.8759326655,-87.6305845355,member,1
56,7867382A608EB1E0,classic_bike,0,2024-05-01 09:40:17,2024-05-01 09:47:19,7.033333333333333,May,Wednesday,09 AM,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,LaSalle St & Jackson Blvd,TA1309000004,41.878166,-87.631929,member,1
57,8D019A2CECE85879,classic_bike,0,2024-09-22 12:45:32,2024-09-22 13:11:45,26.216666666666665,September,Sunday,12 PM,Clark St & Lincoln Ave,13179,41.915689,-87.6346,Clark St & Winnemac Ave,TA1309000035,41.97334764047304,-87.6678554713726,casual,0
58,801ECB1D9DF84BFD,electric_bike,1,2024-07-07 09:49:30,2024-07-07 09:59:14,9.733333333333333,July,Sunday,09 AM,Clark St & Wrightwood Ave,TA1305000014,41.929632664,-87.643102407,Sheffield Ave & Kingsbury St,13154,41.910522,-87.653106,member,1
59,29DE4FCF4CB73D89,electric_bike,1,2024-08-20 16:56:52,2024-08-20 17:09:03,12.183333333333334,August,Tuesday,04 PM,St. Clair St & Erie St,13016,41.89434513742426,-87.62279838323593,Clinton St & Jackson Blvd,638,41.87831661183069,-87.64098107814789,member,1
60,DEDA5CAD04A37A32,classic_bike,0,2024-10-24 17:47:54,2024-10-24 18:04:54,17.0,October,Thursday,05 PM,Wood St & Milwaukee Ave,13221,41.907655,-87.672552,Kedzie Ave & Chicago Ave,KA1504000114,41.89546530305,-87.7061278837,casual,0
61,5B10812B71DC28CF,classic_bike,0,2024-09-14 15:49:22,2024-09-14 16:44:55,55.55,September,Saturday,03 PM,State St & Randolph St,TA1305000029,41.88462107257936,-87.62783423066139,Lakefront Trail & Wilson Ave,639,41.9668559,-87.6430926,casual,0
62,56A93AAAA517FB39,classic_bike,0,2024-09-02 08:01:56,2024-09-02 08:12:20,10.4,September,Monday,08 AM,Desplaines St & Jackson Blvd,15539,41.87811890091227,-87.64394760131836,Michigan Ave & Washington St,13001,41.8839840647265,-87.6246839761734,member,1
63,77E33BA799900728,classic_bike,0,2024-02-15 08:45:42,2024-02-15 09:07:01,21.316666666666666,February,Thursday,08 AM,Indiana Ave & 26th St,TA1307000005,41.845687,-87.622481,Franklin St & Jackson Blvd,TA1305000025,41.8777079559,-87.6353211408,member,1
64,688AC80894AADAAF,classic_bike,0,2024-07-02 06:35:00,2024-07-02 06:44:05,9.083333333333334,July,Tuesday,06 AM,Elizabeth St & Randolph St,23001,41.884336,-87.658902,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,casual,0
65,B2E18EBB2F3C089D,electric_bike,1,2024-08-24 19:35:58,2024-08-24 19:41:48,5.833333333333333,August,Saturday,07 PM,Western Ave & Gunnison St,445,41.969659,-87.68955,Ravenswood Ave & Lawrence Ave,TA1309000066,41.968445,-87.674226,member,1
66,F7206C77545B506D,electric_bike,1,2024-10-25 16:37:54,2024-10-25 16:38:10,0.26666666666666666,October,Friday,04 PM,Clark St & Elm St,TA1307000039,41.902973,-87.63128,Clark St & Elm St,TA1307000039,41.902973,-87.63128,casual,0
67,D5988879F1E06FA5,classic_bike,0,2024-09-17 16:53:22,2024-09-17 18:42:20,108.96666666666667,September,Tuesday,04 PM,Michigan Ave & Oak St,13042,41.90096039,-87.62377664,Broadway & Cornelia Ave,13278,41.945529,-87.646439,casual,0
68,777DE5406B091242,electric_bike,1,2024-01-22 09:42:53,2024-01-22 09:57:17,14.4,January,Monday,09 AM,Damen Ave & Grand Ave,TA1308000006,41.892536166666666,-87.67689366666667,Stetson Ave & South Water St,TA1308000029,41.886835,-87.62232,member,1
69,787DD853EEB4F3C8,classic_bike,0,2024-05-19 08:09:34,2024-05-19 08:14:29,4.916666666666667,May,Sunday,08 AM,Elizabeth St & Randolph St,23001,41.884336,-87.658902,Sangamon St & Lake St,TA1306000015,41.88577925240433,-87.65102460980414,member,1
70,475419599B7A3A8A,electric_bike,1,2024-07-13 16:41:00,2024-07-13 16:53:13,12.216666666666667,July,Saturday,04 PM,DuSable Lake Shore Dr & Monroe St,13300,41.880958,-87.616743,Federal St & Polk St,SL-008,41.87207763285,-87.6295437729,member,1
71,372B000FE9829235,classic_bike,0,2024-07-12 19:46:08,2024-07-12 19:59:34,13.433333333333334,July,Friday,07 PM,Damen Ave & Chicago Ave,13132,41.895769,-87.67722,Campbell Ave & North Ave,13257,41.910535,-87.689556,casual,0
72,D867CFB7E5238754,classic_bike,0,2024-03-01 15:53:49,2024-03-01 15:55:51,2.033333333333333,March,Friday,03 PM,Pine Grove Ave & Irving Park Rd,TA1308000022,41.954383,-87.648043,Broadway & Sheridan Rd,13323,41.952833,-87.649993,member,1
73,57A50F1A33AB0F14,classic_bike,0,2024-06-04 15:48:12,2024-06-04 15:54:44,6.533333333333333,June,Tuesday,03 PM,Wabash Ave & Wacker Pl,TA1307000131,41.886875,-87.62603,Canal St & Adams St,13011,41.879255,-87.639904,member,1
74,A293FCA4E1047655,classic_bike,0,2024-01-25 08:45:28,2024-01-25 08:52:42,7.233333333333333,January,Thursday,08 AM,Damen Ave & Thomas St (Augusta Blvd),TA1307000070,41.901315,-87.677409,Ashland Ave & Chicago Ave,13247,41.89595435734305,-87.6677280664444,member,1
75,F7DC55ABE47BAE17,classic_bike,0,2024-06-26 11:56:05,2024-06-26 12:08:07,12.033333333333333,June,Wednesday,11 AM,Clark St & Schiller St,TA1309000024,41.907993,-87.631501,Rush St & Superior St,15530,41.89576474564,-87.6259080327,casual,0
76,5C4ABAA2C4CBF75C,classic_bike,0,2024-02-09 06:01:34,2024-02-09 06:05:49,4.25,February,Friday,06 AM,Clark St & Elm St,TA1307000039,41.902973,-87.63128,Wells St & Concord Ln,TA1308000050,41.912133,-87.634656,member,1
77,137D9C4D1A2F90C2,electric_bike,1,2024-08-29 08:06:51,2024-08-29 08:11:52,5.016666666666667,August,Thursday,08 AM,Franklin St & Jackson Blvd,TA1305000025,41.8777079559,-87.6353211408,Orleans St & Merchandise Mart Plaza,TA1305000022,41.888243,-87.63639,member,1
78,BA86143C93DC60BE,electric_bike,1,2024-02-26 08:50:31,2024-02-26 08:53:26,2.9166666666666665,February,Monday,08 AM,Canal St & Taylor St,15550,41.870143166666665,-87.63950083333333,Canal St & Adams St,13011,41.879255,-87.639904,casual,0
79,0BA7EA12BA5661B2,electric_bike,1,2024-10-05 18:12:33,2024-10-05 18:27:57,15.4,October,Saturday,06 PM,Field Blvd & South Water St,15534,41.88634906269,-87.6175165471,Indiana Ave & Roosevelt Rd,SL-005,41.867888,-87.623041,casual,0
80,90DEB0797720588E,electric_scooter,2,2024-09-04 17:14:52,2024-09-04 17:15:03,0.18333333333333332,September,Wednesday,05 PM,Wells St & Hubbard St,TA1307000151,41.890165333333336,-87.63447933333333,Wells St & Hubbard St,TA1307000151,41.889906,-87.634266,member,1
81,1C262F08D207C16C,electric_bike,1,2024-10-06 17:53:26,2024-10-06 17:56:19,2.8833333333333333,October,Sunday,05 PM,University Ave & 57th St,KA1503000071,41.791478,-87.599861,Ellis Ave & 60th St,KA1503000014,41.78509714636,-87.6010727606,member,1
82,DF46BE66E9B3AD33,classic_bike,0,2024-09-01 09:59:28,2024-09-01 12:11:39,132.18333333333334,September,Sunday,09 AM,Lincoln Ave & Diversey Pkwy,TA1307000064,41.932225,-87.658617,Clark St & Wrightwood Ave,TA1305000014,41.929546,-87.643118,casual,0
83,1BE4567A5CB9DA15,classic_bike,0,2024-07-31 22:06:12,2024-07-31 22:14:27,8.25,July,Wednesday,10 PM,Wallace St & 35th St,TA1308000045,41.830707051440854,-87.64125533401966,Shields Ave & 31st St,KA1503000038,41.838464,-87.635406,member,1
84,04E9369266533335,classic_bike,0,2024-07-18 06:34:50,2024-07-18 06:37:21,2.5166666666666666,July,Thursday,06 AM,Halsted St & Fulton St,23003,41.886871,-87.648089,Milwaukee Ave & Grand Ave,13033,41.891578,-87.648384,member,1
85,3D45E7E7313F61E6,electric_scooter,2,2024-09-09 19:30:10,2024-09-09 19:35:17,5.116666666666666,September,Monday,07 PM,Michigan Ave & Jackson Blvd,TA1309000002,41.8777679,-87.624164,Michigan Ave & 14th St,TA1307000124,41.864059,-87.623727,casual,0
86,176D075CB07A6FF2,electric_bike,1,2024-04-17 05:11:34,2024-04-17 05:14:48,3.2333333333333334,April,Wednesday,05 AM,Millennium Park,13008,41.881193519,-87.624096036,Franklin St & Monroe St,TA1309000007,41.880317,-87.635185,member,1
87,D5B9B8CC962CB746,electric_bike,1,2024-10-29 12:31:51,2024-10-29 12:40:35,8.733333333333333,October,Tuesday,12 PM,Western Ave & Lake St,415,41.884606,-87.685853,Green St & Madison St,TA1307000120,41.881859328038225,-87.64926373958588,member,1
88,B08B1F833A78E13E,classic_bike,0,2024-07-26 21:34:48,2024-07-26 21:43:13,8.416666666666666,July,Friday,09 PM,Clinton St & Roosevelt Rd,WL-008,41.8671177825,-87.6410879593,Throop St & Taylor St,13139,41.868968,-87.659141,member,1
89,80D907E6CC8615C0,classic_bike,0,2024-10-06 16:42:11,2024-10-06 16:59:19,17.133333333333333,October,Sunday,04 PM,Theater on the Lake,TA1308000001,41.926277,-87.630834,Wells St & Walton St,TA1306000011,41.89993001,-87.63443007,member,1
90,C42FD1E292EE68D9,classic_bike,0,2024-06-16 18:08:24,2024-06-16 18:36:37,28.216666666666665,June,Sunday,06 PM,Griffin Museum of Science and Industry,KA1503000074,41.79172820953,-87.583945009,Fort Dearborn Dr & 31st St*,chargingstx06,41.83867632897121,-87.60883212089539,member,1
91,64BC76BDA07DF11C,electric_bike,1,2024-10-05 10:10:26,2024-10-05 10:45:43,35.28333333333333,October,Saturday,10 AM,Damen Ave & Pierce Ave,TA1305000041,41.9093960065,-87.6776919292,Walsh Park,18067,41.91461,-87.667968,member,1
92,951993D7276D4ED5,classic_bike,0,2024-02-04 13:50:38,2024-02-04 14:03:00,12.366666666666667,February,Sunday,01 PM,Kingsbury St & Kinzie St,KA1503000043,41.88917683258,-87.6385057718,Wells St & Evergreen Ave,TA1308000049,41.906724,-87.63483,member,1
93,752222E081DF8E60,electric_bike,1,2024-09-16 16:41:07,2024-09-16 16:45:29,4.366666666666666,September,Monday,04 PM,Michigan Ave & Lake St,TA1305000011,41.886022,-87.624398,State St & Pearson St,TA1307000061,41.897448,-87.628722,casual,0
94,F5DB143B3C1FF9B1,classic_bike,0,2024-09-15 12:30:34,2024-09-15 12:57:16,26.7,September,Sunday,12 PM,Wells St & Hubbard St,TA1307000151,41.889906,-87.634266,Theater on the Lake,TA1308000001,41.926277,-87.630834,member,1
95,B9AB9D2969AB0B1C,electric_bike,1,2024-08-16 10:37:29,2024-08-16 10:46:44,9.25,August,Friday,10 AM,Broadway & Waveland Ave,13325,41.949074,-87.648636,Clark St & Drummond Pl,TA1307000142,41.931248,-87.644336,casual,0
96,72201034B03D7116,electric_bike,1,2024-10-19 18:07:40,2024-10-19 18:08:26,0.7666666666666667,October,Saturday,06 PM,Dearborn St & Erie St,13045,41.893992,-87.629318,Dearborn St & Erie St,13045,41.893992,-87.629318,casual,0
97,EF7D98C6C7739464,classic_bike,0,2024-01-08 09:00:03,2024-01-08 09:06:15,6.2,January,Monday,09 AM,Racine Ave & Randolph St,13155,41.884069,-87.656853,Clinton St & Madison St,TA1305000032,41.882751965685614,-87.64119029045105,member,1
98,7277ADF42C880F47,classic_bike,0,2024-03-03 16:48:04,2024-03-03 17:03:17,15.216666666666667,March,Sunday,04 PM,Clark St & Chicago Ave,13303,41.89675,-87.63089,Clinton St & Jackson Blvd,638,41.87831661183069,-87.64098107814789,casual,0
99,378BD0E993F84BAC,classic_bike,0,2024-07-01 14:13:43,2024-07-01 14:50:12,36.483333333333334,July,Monday,02 PM,DuSable Lake Shore Dr & Belmont Ave,TA1309000049,41.940775,-87.639192,Michigan Ave & Oak St,13042,41.90096039,-87.62377664,casual,0
100,6E91F42CD43F9B9B,electric_bike,1,2024-08-31 15:58:48,2024-08-31 16:14:05,15.283333333333333,August,Saturday,03 PM,Wabash Ave & Grand Ave,TA1307000117,41.891466,-87.626761,Ashland Ave & Blackhawk St,13224,41.907066,-87.667252,casual,0
101,8B7A0F78DE550B41,classic_bike,0,2024-04-14 13:26:02,2024-04-14 13:41:04,15.033333333333333,April,Sunday,01 PM,Morgan St & 18th St,13163,41.858086,-87.651073,Wells St & 19th St,SL-006,41.856802,-87.633879,casual,0
